item_identifier,item_fat_content,item_mrp,item_outlet_sales,item_type,item_visibility,item_weight,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type
FDN22,Regular,251.77239990234375,3020.06884765625,Snack Foods,0.13908767700195312,18.850000381469727,2007,OUT017,Tier 2,,Supermarket Type1
FDK38,Low Fat,147.77340698242188,2078.627685546875,Canned,0.05327983945608139,6.650000095367432,2004,OUT035,Tier 2,Small,Supermarket Type1
FDH26,Regular,141.84959411621094,2399.543212890625,Canned,0.034670859575271606,19.25,1987,OUT013,Tier 3,High,Supermarket Type1
FDR32,Regular,229.36940002441406,228.36940002441406,Fruits and Vegetables,0.15023866295814514,,1985,OUT019,Tier 1,Small,Grocery Store
FDU36,Low Fat,97.8384017944336,2069.306396484375,Baking Goods,0.04626220092177391,6.150000095367432,2004,OUT035,Tier 2,Small,Supermarket Type1
FDR08,Low Fat,111.0886001586914,222.377197265625,Fruits and Vegetables,0.037681449204683304,18.700000762939453,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCF19,Low Fat,49.00339889526367,826.2578125,Household,0.034938715398311615,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDU39,Low Fat,60.456199645996094,1125.8677978515625,Meat,0.03603113815188408,18.850000381469727,2004,OUT035,Tier 2,Small,Supermarket Type1
FDY45,Low Fat,253.63560485839844,5086.7119140625,Snack Foods,0.026182757690548897,17.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDG17,Regular,244.1486053466797,2687.834716796875,Frozen Foods,0.03598621115088463,6.864999771118164,2009,OUT018,Tier 3,Medium,Supermarket Type2
NCX42,Low Fat,163.65260314941406,1151.168212890625,Household,0.005978594999760389,6.360000133514404,1997,OUT046,Tier 1,Small,Supermarket Type1
FDW39,Regular,175.03700256347656,2117.243896484375,Meat,0.03691039979457855,6.690000057220459,1997,OUT046,Tier 1,Small,Supermarket Type1
FDW51,Regular,213.3560028076172,3835.008056640625,Meat,0.09480704367160797,6.15500020980835,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDA44,Low Fat,56.792999267578125,848.89501953125,Fruits and Vegetables,0.05333065241575241,19.700000762939453,2002,OUT045,Tier 2,,Supermarket Type1
NCP54,Low Fat,124.572998046875,1601.2490234375,Household,0.0352928563952446,15.350000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDQ56,Low Fat,82.79080200195312,83.89080047607422,Fruits and Vegetables,0.17674826085567474,6.590000152587891,1998,OUT010,Tier 3,,Grocery Store
FDW03,Regular,102.83059692382812,1986.0814208984375,Meat,0.02452085353434086,5.630000114440918,1987,OUT013,Tier 3,High,Supermarket Type1
FDY56,Regular,225.3061981201172,677.1185913085938,Fruits and Vegetables,0.10927431285381317,,1985,OUT019,Tier 1,Small,Grocery Store
NCF54,Low Fat,170.54220581054688,3103.959716796875,Household,0.04747313633561134,18.0,2002,OUT045,Tier 2,,Supermarket Type1
DRJ13,Low Fat,160.95779418945312,4332.36083984375,Soft Drinks,0.06287841498851776,12.649999618530273,2004,OUT035,Tier 2,Small,Supermarket Type1
FDB35,Regular,92.98040008544922,183.76080322265625,Starchy Foods,0.11313948780298233,,1985,OUT019,Tier 1,Small,Grocery Store
FDT35,Regular,167.6815948486328,1845.59765625,Breads,0.08191612362861633,19.850000381469727,2007,OUT017,Tier 2,,Supermarket Type1
FDF28,Regular,124.10459899902344,1120.5413818359375,Frozen Foods,0.037864722311496735,15.699999809265137,1997,OUT046,Tier 1,Small,Supermarket Type1
FDD23,Regular,187.789794921875,2057.98779296875,Starchy Foods,0.048676323145627975,9.5,2004,OUT035,Tier 2,Small,Supermarket Type1
FDQ32,Regular,122.83879852294922,2972.131103515625,Fruits and Vegetables,0.04638279229402542,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDJ28,Low Fat,193.31619262695312,192.41619873046875,Frozen Foods,0.036590807139873505,12.300000190734863,1998,OUT010,Tier 3,,Grocery Store
FDU28,Regular,189.82139587402344,942.1069946289062,Frozen Foods,0.09391835331916809,19.200000762939453,1997,OUT046,Tier 1,Small,Supermarket Type1
FDQ52,Low Fat,248.34339904785156,6208.5849609375,Frozen Foods,0.11987130343914032,17.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
NCJ19,Low Fat,58.7588005065918,858.8820190429688,Others,0.11866142600774765,18.600000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDN15,Low Fat,139.51800537109375,2936.177978515625,Meat,0.016653021797537804,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDE21,Low Fat,115.34919738769531,3823.023681640625,Fruits and Vegetables,0.0,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDX28,Low Fat,100.9041976928711,2083.2880859375,Frozen Foods,0.12568804621696472,6.324999809265137,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDI19,low fat,244.25120544433594,3635.26806640625,Meat,0.0,15.100000381469727,2002,OUT045,Tier 2,,Supermarket Type1
FDR43,Low Fat,37.819000244140625,256.3330078125,Fruits and Vegetables,0.16145896911621094,18.200000762939453,2004,OUT035,Tier 2,Small,Supermarket Type1
DRJ23,Low Fat,187.68719482421875,2836.30810546875,Hard Drinks,0.041753385215997696,18.350000381469727,2002,OUT045,Tier 2,,Supermarket Type1
FDN09,Low Fat,243.78280639648438,6579.435546875,Snack Foods,0.03486809507012367,14.149999618530273,2004,OUT035,Tier 2,Small,Supermarket Type1
DRL47,Low Fat,125.93620300292969,1635.87060546875,Hard Drinks,0.0,19.700000762939453,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDX13,Low Fat,250.20919799804688,3984.147216796875,Canned,0.047879863530397415,7.724999904632568,2002,OUT045,Tier 2,,Supermarket Type1
FDK34,Low Fat,236.8563995361328,5005.484375,Snack Foods,0.038519397377967834,13.350000381469727,2004,OUT035,Tier 2,Small,Supermarket Type1
DRC49,Low Fat,145.81280517578125,2444.817626953125,Soft Drinks,0.06542421132326126,8.670000076293945,2004,OUT035,Tier 2,Small,Supermarket Type1
FDF45,Regular,57.190399169921875,1640.53125,Fruits and Vegetables,0.012223687022924423,18.200000762939453,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCB54,Low Fat,126.23359680175781,1406.1695556640625,Health and Hygiene,0.050335828214883804,8.760000228881836,2007,OUT017,Tier 2,,Supermarket Type1
FDR16,Regular,213.2218017578125,7266.541015625,Frozen Foods,0.1049981415271759,5.84499979019165,2004,OUT035,Tier 2,Small,Supermarket Type1
FDP21,Regular,189.18719482421875,4727.18017578125,Snack Foods,0.02588644251227379,7.420000076293945,2007,OUT017,Tier 2,,Supermarket Type1
FDP51,Regular,119.61239624023438,592.56201171875,Meat,0.14930549263954163,,1985,OUT019,Tier 1,Small,Grocery Store
NCH30,Low Fat,114.18599700927734,1924.1619873046875,Household,0.06682885438203812,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDH12,Low Fat,105.02799987792969,2556.672119140625,Baking Goods,0.0854341983795166,9.600000381469727,2007,OUT017,Tier 2,,Supermarket Type1
DRL49,Low Fat,141.481201171875,284.96240234375,Soft Drinks,0.09445061534643173,13.149999618530273,1998,OUT010,Tier 3,,Grocery Store
FDP46,Low Fat,88.28299713134766,1797.6600341796875,Snack Foods,0.0,15.350000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDE04,Regular,181.5659942626953,2876.256103515625,Frozen Foods,0.0180196613073349,19.75,2004,OUT035,Tier 2,Small,Supermarket Type1
NCO17,Low Fat,120.94400024414062,2037.3480224609375,Health and Hygiene,0.07367866486310959,10.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
NCQ42,Low Fat,125.16780090332031,1907.5169677734375,Household,0.0,20.350000381469727,2007,OUT017,Tier 2,,Supermarket Type1
FDS09,Regular,49.80080032348633,1062.6168212890625,Snack Foods,0.08125293254852295,8.895000457763672,2002,OUT045,Tier 2,,Supermarket Type1
FDY32,Low Fat,163.2209930419922,326.24200439453125,Fruits and Vegetables,0.22628438472747803,,1985,OUT019,Tier 1,Small,Grocery Store
DRM49,Regular,44.408599853515625,1159.8236083984375,Soft Drinks,0.15226216614246368,6.110000133514404,2002,OUT045,Tier 2,,Supermarket Type1
FDF17,Low Fat,197.81100463867188,2946.1650390625,Frozen Foods,0.04270732402801514,5.190000057220459,2002,OUT045,Tier 2,,Supermarket Type1
FDX31,Regular,234.79580688476562,467.3916015625,Fruits and Vegetables,0.0,,1985,OUT019,Tier 1,Small,Grocery Store
NCU18,Low Fat,140.24960327148438,2681.84228515625,Household,0.0558294951915741,15.100000381469727,2004,OUT035,Tier 2,Small,Supermarket Type1
DRI01,Low Fat,172.04220581054688,5690.5927734375,Soft Drinks,0.0,7.96999979019165,2009,OUT018,Tier 3,Medium,Supermarket Type2
NCP14,Low Fat,106.33059692382812,1254.3671875,Household,0.11091360449790955,8.274999618530273,2007,OUT017,Tier 2,,Supermarket Type1
FDP38,Low Fat,49.80080032348633,303.60479736328125,Canned,0.05373232439160347,10.100000381469727,1998,OUT010,Tier 3,,Grocery Store
NCJ43,Low Fat,174.93960571289062,1744.39599609375,Household,0.02706940285861492,6.635000228881836,1997,OUT046,Tier 1,Small,Supermarket Type1
FDU23,Low Fat,163.11839294433594,3467.486328125,Breads,0.02171938680112362,12.149999618530273,2004,OUT035,Tier 2,Small,Supermarket Type1
FDS04,Regular,139.58380126953125,4495.4814453125,Frozen Foods,0.0,10.194999694824219,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDL27,Low Fat,65.98259735107422,1162.48681640625,Meat,0.010630949400365353,6.170000076293945,1997,OUT046,Tier 1,Small,Supermarket Type1
DRF23,Low Fat,175.23959350585938,2093.275146484375,Hard Drinks,0.12315195053815842,4.610000133514404,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDB47,Low Fat,210.66119384765625,2508.734375,Snack Foods,0.07154044508934021,8.800000190734863,1999,OUT049,Tier 1,Medium,Supermarket Type1
DRE48,Low Fat,196.07679748535156,4138.61279296875,Soft Drinks,0.017396308481693268,8.430000305175781,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDT34,Low Fat,104.49639892578125,2419.51708984375,Snack Foods,0.17435027658939362,9.300000190734863,1997,OUT046,Tier 1,Small,Supermarket Type1
FDZ07,Regular,63.719398498535156,1362.226806640625,Fruits and Vegetables,0.0,15.100000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDO16,Low Fat,82.2249984741211,2247.074951171875,Frozen Foods,0.015169738791882992,5.480000019073486,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDW28,Low Fat,194.7451934814453,5872.35595703125,Frozen Foods,0.08839411288499832,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDQ37,Low Fat,192.247802734375,7943.65966796875,Breakfast,0.08882841467857361,,1985,OUT027,Tier 3,Medium,Supermarket Type3
NCE55,Low Fat,178.23699951171875,7939.6650390625,Household,0.1292993128299713,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDM16,Regular,74.73539733886719,1655.1788330078125,Frozen Foods,0.033555399626493454,8.154999732971191,1997,OUT046,Tier 1,Small,Supermarket Type1
NCK54,Low Fat,114.71499633789062,1048.635009765625,Household,0.029583249241113663,12.149999618530273,2002,OUT045,Tier 2,,Supermarket Type1
FDE02,Low Fat,92.27780151367188,469.3890075683594,Canned,0.21229375898838043,,1985,OUT019,Tier 1,Small,Grocery Store
FDV49,Low Fat,262.72259521484375,3171.87109375,Canned,0.025822315365076065,10.0,2004,OUT035,Tier 2,Small,Supermarket Type1
FDJ33,Regular,121.1729965209961,2586.633056640625,Snack Foods,0.08789447695016861,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDD16,Low Fat,75.86959838867188,2386.227294921875,Frozen Foods,0.03635309636592865,20.5,1997,OUT046,Tier 1,Small,Supermarket Type1
FDQ28,Regular,154.8656005859375,1390.1904296875,Frozen Foods,0.06076886132359505,14.0,2007,OUT017,Tier 2,,Supermarket Type1
FDW27,Regular,155.1313934326172,1551.31396484375,Meat,0.15108785033226013,5.860000133514404,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDN21,Low Fat,161.0236053466797,3705.8427734375,Snack Foods,0.0767916738986969,18.600000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
FDP16,Low Fat,244.0802001953125,3193.842529296875,Frozen Foods,0.039454925805330276,18.600000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDO37,Low Fat,231.73260498046875,5313.75,Breakfast,0.021372636780142784,8.0600004196167,2004,OUT035,Tier 2,Small,Supermarket Type1
FDJ27,Regular,103.36740112304688,2546.68505859375,Meat,0.12206551432609558,17.700000762939453,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCO29,Low Fat,164.35260009765625,2960.146728515625,Health and Hygiene,0.032387588173151016,11.149999618530273,2009,OUT018,Tier 3,Medium,Supermarket Type2
DRE49,Low Fat,151.90240478515625,2732.443115234375,Soft Drinks,0.021293096244335175,20.75,2002,OUT045,Tier 2,,Supermarket Type1
FDA31,Low Fat,173.80799865722656,1211.7559814453125,Fruits and Vegetables,0.1106339544057846,7.099999904632568,2007,OUT017,Tier 2,,Supermarket Type1
FDJ55,Regular,223.84039306640625,7201.29296875,Meat,0.023417003452777863,,1985,OUT027,Tier 3,Medium,Supermarket Type3
NCN19,Low Fat,189.55299377441406,379.5060119628906,Others,0.02118474617600441,,1985,OUT019,Tier 1,Small,Grocery Store
FDG33,Regular,173.77639770507812,4637.962890625,Seafood,0.1402137577533722,5.364999771118164,2004,OUT035,Tier 2,Small,Supermarket Type1
FDN52,Regular,86.9197998046875,1569.9564208984375,Frozen Foods,0.1309327483177185,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDM25,Regular,177.57119750976562,2636.568115234375,Breakfast,0.061008889228105545,10.694999694824219,2007,OUT017,Tier 2,,Supermarket Type1
FDT39,reg,149.8365936279297,1964.7757568359375,Meat,0.009883256629109383,6.260000228881836,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDU12,Regular,265.15679931640625,2109.25439453125,Baking Goods,0.07605964690446854,15.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDN13,Low Fat,98.53579711914062,1306.9654541015625,Breakfast,0.15236665308475494,18.600000381469727,2002,OUT045,Tier 2,,Supermarket Type1
FDC46,Low Fat,182.42660522460938,5163.94482421875,Snack Foods,0.1167236790060997,17.700000762939453,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCC18,Low Fat,174.04220581054688,1724.4219970703125,Household,0.17727001011371613,19.100000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDM44,Low Fat,104.0989990234375,309.59698486328125,Fruits and Vegetables,0.031023835763335228,12.5,1987,OUT013,Tier 3,High,Supermarket Type1
FDT49,Low Fat,107.02799987792969,2876.256103515625,Canned,0.15127958357334137,7.0,1987,OUT013,Tier 3,High,Supermarket Type1
NCW41,Low Fat,158.9604034423828,1584.60400390625,Health and Hygiene,0.015450376085937023,18.0,1997,OUT046,Tier 1,Small,Supermarket Type1
FDX24,LF,92.44619750976562,185.0924072265625,Baking Goods,0.024387983605265617,,1985,OUT019,Tier 1,Small,Grocery Store
NCV30,Low Fat,61.35100173950195,1201.76904296875,Household,0.06606579571962357,20.200000762939453,2002,OUT045,Tier 2,,Supermarket Type1
FDY28,Regular,215.62179565429688,641.1654052734375,Frozen Foods,0.266396701335907,,1985,OUT019,Tier 1,Small,Grocery Store
FDA52,Regular,178.13699340820312,3881.614013671875,Frozen Foods,0.12831540405750275,16.200000762939453,1987,OUT013,Tier 3,High,Supermarket Type1
FDS49,Low Fat,79.66439819335938,1571.2879638671875,Canned,0.07966873794794083,9.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDB14,Regular,93.21199798583984,1304.968017578125,Canned,0.10293224453926086,20.25,2002,OUT045,Tier 2,,Supermarket Type1
FDV40,Low Fat,72.20379638671875,886.8455810546875,Frozen Foods,0.0,17.350000381469727,2007,OUT017,Tier 2,,Supermarket Type1
NCI54,Low Fat,110.49120330810547,1637.8680419921875,Household,0.0,15.199999809265137,2007,OUT017,Tier 2,,Supermarket Type1
FDU34,Low Fat,122.60459899902344,2988.1103515625,Snack Foods,0.07531183958053589,18.25,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCL05,Low Fat,44.47700119018555,432.7699890136719,Health and Hygiene,0.04809277877211571,19.600000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDP19,LF,130.6652069091797,258.3304138183594,Fruits and Vegetables,0.29043030738830566,11.5,1998,OUT010,Tier 3,,Grocery Store
NCT54,Low Fat,94.80940246582031,1428.1409912109375,Household,0.12002254277467728,8.694999694824219,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDV47,low fat,85.35659790039062,1775.6885986328125,Breads,0.054162438958883286,17.100000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
DRJ49,Low Fat,129.96519470214844,2324.9736328125,Soft Drinks,0.0,6.864999771118164,1987,OUT013,Tier 3,High,Supermarket Type1
FDG05,Regular,156.86300659179688,2972.797119140625,Frozen Foods,0.08784714341163635,11.0,1997,OUT046,Tier 1,Small,Supermarket Type1
DRD27,Low Fat,98.30419921875,198.4084014892578,Dairy,0.041740622371435165,,1985,OUT019,Tier 1,Small,Grocery Store
FDM08,Regular,222.90879821777344,5145.30224609375,Fruits and Vegetables,0.05369287729263306,10.100000381469727,2002,OUT045,Tier 2,,Supermarket Type1
FDC51,Regular,122.87300109863281,3448.843994140625,Dairy,0.009676286019384861,10.895000457763672,2007,OUT017,Tier 2,,Supermarket Type1
FDO39,Regular,183.76080322265625,2940.1728515625,Meat,0.1372525691986084,6.985000133514404,1987,OUT013,Tier 3,High,Supermarket Type1
FDT44,Low Fat,116.44660186767578,1178.4659423828125,Fruits and Vegetables,0.10340606421232224,16.600000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
NCW06,Low Fat,191.61619567871094,1731.745849609375,Household,0.050545502454042435,16.200000762939453,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDH28,Regular,37.35060119628906,341.5553894042969,Frozen Foods,0.11025414615869522,15.850000381469727,2002,OUT045,Tier 2,,Supermarket Type1
FDV15,LF,103.36479949951172,3219.808837890625,Meat,0.1461724489927292,10.300000190734863,1997,OUT046,Tier 1,Small,Supermarket Type1
FDL16,Low Fat,45.90599822998047,885.5139770507812,Frozen Foods,0.1683126837015152,12.850000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
NCQ05,Low Fat,151.07080078125,451.41241455078125,Health and Hygiene,0.03782946988940239,,1985,OUT019,Tier 1,Small,Grocery Store
FDV11,Regular,173.6053924560547,700.4215698242188,Breads,0.08179476857185364,9.100000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDY09,Low Fat,174.7053985595703,175.1053924560547,Snack Foods,0.042179882526397705,15.600000381469727,1998,OUT010,Tier 3,,Grocery Store
FDY19,Low Fat,116.54660034179688,2828.318359375,Fruits and Vegetables,0.04144882410764694,19.75,2002,OUT045,Tier 2,,Supermarket Type1
FDK16,Low Fat,96.0093994140625,1713.7691650390625,Frozen Foods,0.11556367576122284,9.0649995803833,2002,OUT045,Tier 2,,Supermarket Type1
FDD35,Low Fat,120.74400329589844,3954.85205078125,Starchy Foods,0.02573917992413044,,1985,OUT027,Tier 3,Medium,Supermarket Type3
NCO41,Low Fat,98.8384017944336,1280.9991455078125,Health and Hygiene,0.01888708770275116,12.5,2002,OUT045,Tier 2,,Supermarket Type1
NCA42,Low Fat,158.8603973388672,316.9208068847656,Household,0.047784473747015,6.965000152587891,1998,OUT010,Tier 3,,Grocery Store
FDK56,Low Fat,186.789794921875,561.2694091796875,Fruits and Vegetables,0.0,9.694999694824219,1998,OUT010,Tier 3,,Grocery Store
FDI04,Regular,199.3426055908203,3757.109375,Frozen Foods,0.07255934923887253,,1985,OUT027,Tier 3,Medium,Supermarket Type3
NCL29,Low Fat,156.9604034423828,1584.60400390625,Health and Hygiene,0.11338767409324646,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDQ57,Low Fat,145.9759979248047,3515.424072265625,Snack Foods,0.027991093695163727,7.275000095367432,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDB17,Low Fat,182.59759521484375,4165.24462890625,Frozen Foods,0.03667210787534714,13.149999618530273,1997,OUT046,Tier 1,Small,Supermarket Type1
NCN26,Low Fat,119.08080291748047,2343.615966796875,Household,0.0,10.850000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
FDE17,Regular,152.23660278320312,151.1365966796875,Frozen Foods,0.0,20.100000381469727,1998,OUT010,Tier 3,,Grocery Store
FDB38,Regular,158.29200744628906,3994.800048828125,Canned,0.027341529726982117,19.5,2004,OUT035,Tier 2,Small,Supermarket Type1
FDS48,Low Fat,149.67080688476562,300.94158935546875,Baking Goods,0.04649677872657776,15.149999618530273,1998,OUT010,Tier 3,,Grocery Store
FDE46,Low Fat,152.1365966796875,1813.63916015625,Snack Foods,0.01576969213783741,18.600000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
